frame.number,frame.time,eth.src,eth.dst,ip.src,ip.dst,ip.proto,data.data,data.len,udp.srcport,udp.dstport,udp.length,eth.addr.oui_resolved,tcp.srcport,tcp.dstport,tcp.len
"1","Jun 14, 2020 10:14:54.567910000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310070000000000721ae555ee5dc7c401f98d04f36b23255aec937756cbf3d303a7493a4889006ffae411729be86f0ebea21ce8d6f5cdf1295e99e7b332cdd95c3c6781546ab28b84f183806fdf4bbbf0adbc94ded7e193fa4b468f4ae3d99cd3d1bdce29312fc2cdf9de5e00daa76","112","8053","54321","120","XIAOMI Electronics,CO.,LTD",,,
"2","Jun 14, 2020 10:14:54.841655000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5dc7ce55069f7310e0c3222677b35c63c6dee1bfe3291f9686f3b8444748cb452e379aa34c141db1b654836c497ee91ad9897","64","54321","8053","72","XIAOMI Electronics,CO.,LTD",,,
"3","Jun 14, 2020 10:14:54.982716000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","213100a0000000000721ae555ee5dc7c077c0a8cdfa7e5ccb66869769dc660fe303a7493a4889006ffae411729be86f01a2aead76eb2d7f1c5e6e5a71c64a3d5201f8ece5675a2a384f3cd73a2a5e0fb581208a5adb2fa54478dcd66e6f4ecc17754595f0d7546672fa14792016103d2dda573a53cd2531531246624827290f27f2ca2cb5dafeb5faed48607318a4ae065b227c396eb7112f69a26128b6bea02","160","8053","54321","168","XIAOMI Electronics,CO.,LTD",,,
"4","Jun 14, 2020 10:14:55.150921000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310060000000000721ae555ee5dc7d8f8768d4cbe897ba0954b6a347f25ed803e0472d67c8a52df568b94a3a9bfc38be653f6a9fcbf36222fb18605c6ad5e3c3076c01fa0cdc75a3e97a74fe1f4680ca152f1b1553495294714dec43a89de5","96","54321","8053","104","XIAOMI Electronics,CO.,LTD",,,
