frame.number,frame.time,eth.src,eth.dst,ip.src,ip.dst,ip.proto,data.data,data.len,udp.srcport,udp.dstport,udp.length,eth.addr.oui_resolved,tcp.srcport,tcp.dstport,tcp.len
"1","Jun 17, 2020 10:31:09.484763000 Mitteleuropäische Sommerzeit","66:7c:70:fd:39:d1","ff:ff:ff:ff:ff:ff","0.0.0.0","255.255.255.255","17",,,"68","67","308",,,,
"2","Jun 17, 2020 10:31:12.253558000 Mitteleuropäische Sommerzeit","d0:37:45:53:9a:9d","1c:3b:f3:4d:36:04","52.45.56.20","192.168.2.5","6",,,,,,"Tp-Link Technologies Co.,Ltd.","443","64022","0"
"3","Jun 17, 2020 10:31:12.346915000 Mitteleuropäische Sommerzeit","d0:37:45:53:9a:9d","1c:3b:f3:4d:36:04","52.45.56.20","192.168.2.5","6",,,,,,"Tp-Link Technologies Co.,Ltd.","443","64022","0"
"4","Jun 17, 2020 10:31:12.353883000 Mitteleuropäische Sommerzeit","d0:37:45:53:9a:9d","1c:3b:f3:4d:36:04","52.45.56.20","192.168.2.5","6",,,,,,"Tp-Link Technologies Co.,Ltd.","443","64022","1205"
"5","Jun 17, 2020 10:31:12.354133000 Mitteleuropäische Sommerzeit","d0:37:45:53:9a:9d","1c:3b:f3:4d:36:04","52.45.56.20","192.168.2.5","6",,,,,,"Tp-Link Technologies Co.,Ltd.","443","64022","69"
