frame.number,frame.time,eth.src,eth.dst,ip.src,ip.dst,ip.proto,data.data,data.len,udp.srcport,udp.dstport,udp.length,eth.addr.oui_resolved,tcp.srcport,tcp.dstport,tcp.len
"1","Jun 14, 2020 10:31:19.679588000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310060000000000721ae555ee5e054733af9e9d3a7896e8e0b67dc487529e3303a7493a4889006ffae411729be86f02737282c0070a0f050bb474649872e91001967a3c5878a269b5ff9aab5de466933ff10b2ae126adcfd12bc8e7c07c822","96","8053","54321","104","XIAOMI Electronics,CO.,LTD",,,
"2","Jun 14, 2020 10:31:19.748793000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5e05501007619dc8f0855a68b099119011ca31878a73bca52d4e08c27dbba46fb611336c440f5b5600313e99777ef35240567","64","54321","8053","72","XIAOMI Electronics,CO.,LTD",,,
