frame.number,frame.time,eth.src,eth.dst,ip.src,ip.dst,ip.proto,data.data,data.len,udp.srcport,udp.dstport,udp.length,eth.addr.oui_resolved
"31","Jun 14, 2020 10:27:42.504662000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5df7ca78fd0d0d8fff72c52cac1f3e38fdf8247e82de4f0d944c64e0cc5a9cf09581a33339cba3d332ad45ae68e6892f0232a","64","54321","8053","72","XIAOMI Electronics,CO.,LTD"
"32","Jun 14, 2020 10:27:43.005412000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310070000000000721ae555ee5df7d344ff751e8b628e691752d7693d09e79303a7493a4889006ffae411729be86f0f0737675ac5638ee7cf0d889770f3896c81b3b069aee34fa552fcf8281e603937827e622680fe733a88692800cd7864371f40bce391a693585e5e92251d1ef56","112","8053","54321","120","XIAOMI Electronics,CO.,LTD"
"33","Jun 14, 2020 10:27:43.015793000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5df7c82f40b1777f2ea7a42333cdc38fdd84447e82de4f0d944c64e0cc5a9cf09581a368d6b177f376fe8bf5aa6c968026315","64","54321","8053","72","XIAOMI Electronics,CO.,LTD"
"34","Jun 14, 2020 10:27:43.385912000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310060000000000721ae555ee5df7da54b802d932b61d17a27b65a99355792e3fafc8f5abaada60b30ee7a1337a1a12a6801db9231a6621d087d74c5b46743ef960f8155d200b7d673233f11c9742ecbcf8be297e5c4bffd635d0d33a6e93a","96","54321","8053","104","XIAOMI Electronics,CO.,LTD"
"35","Jun 14, 2020 10:27:43.503026000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310040000000000721ae555ee5df7df999f5254647087cd48fd60029fe340c8618c806e6bb65059809be570937452cb7a90cad4dfb292e9ed62bd2a9c43a35","64","8053","54321","72","XIAOMI Electronics,CO.,LTD"
"36","Jun 14, 2020 10:27:43.503314000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310070000000000721ae555ee5df7dd8e937fea51b380f7998389cc2127292303a7493a4889006ffae411729be86f0035d299e8f8c6154352e98ec464c1c2679c1d23bca50473f179fd7aa24df1df026ed0b84227b89905c3ba67c13aac31205ca82a9c11b50f06911616c343788ad","112","8053","54321","120","XIAOMI Electronics,CO.,LTD"
"37","Jun 14, 2020 10:27:43.529797000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5df7d0e3a5cf3e5359939ec574fcd2ce7570c47e82de4f0d944c64e0cc5a9cf09581aa0fac3947e13712da54b409a5e631537","64","54321","8053","72","XIAOMI Electronics,CO.,LTD"
"38","Jun 14, 2020 10:27:44.020208000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310070000000000721ae555ee5df7e37982ca7e9e3a30f18f0d74be8286daf303a7493a4889006ffae411729be86f0aa79714d3b1d977d62ea92602fac7bb40fc3a2a4da51321a789eac53efa8b12d9dfe590aaaf9edb86a512ac603ef92c02d3f0ad7019b1d1be024ac02091a327b","112","8053","54321","120","XIAOMI Electronics,CO.,LTD"
"39","Jun 14, 2020 10:27:44.039721000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5df7d89f55086104d4ce7948d94d87fc66f0047e82de4f0d944c64e0cc5a9cf09581af805e5acdcadf5599c6ba46089b1946b","64","54321","8053","72","XIAOMI Electronics,CO.,LTD"
"40","Jun 14, 2020 10:27:44.538698000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310070000000000721ae555ee5df7d23ff20f2e05e2b1736f6d846afe3f595303a7493a4889006ffae411729be86f053f0a3cc2a75981da81c2f7a9c9cbd47e6f4de3f15d0af79190c2c1ea2fd6c56e186245e0361f02c33200c957c66eefc9dfb11b4cbfaa751701bdba0605ce207","112","8053","54321","120","XIAOMI Electronics,CO.,LTD"
