frame.number,frame.time,eth.src,eth.dst,ip.src,ip.dst,ip.proto,data.data,data.len,udp.srcport,udp.dstport,udp.length,eth.addr.oui_resolved
"1","Jun 14, 2020 10:34:28.612610000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310070000000000721ae555ee5e11124ceeee4faed770e6e0d1fde325e1be5303a7493a4889006ffae411729be86f056f5ee370f97b72abf9a3ed35d651eba0dc49df3f3650e31767b009dda7f3982de195d987575fedde917278f46d3c6d63fc0b8911a87b4eb64fa03f3f350a60e","112","8053","54321","120","XIAOMI Electronics,CO.,LTD"
"2","Jun 14, 2020 10:34:28.733449000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5e112830fa113515b973bf6d69a2031c6c0ad47e82de4f0d944c64e0cc5a9cf09581aa493bd7eeb0e342a1021924a89af7d19","64","54321","8053","72","XIAOMI Electronics,CO.,LTD"
"3","Jun 14, 2020 10:34:28.744439000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310060000000000721ae555ee5e1125f29071a6aa52ddf3df0bcbb7bbd7008e3fafc8f5abaada60b30ee7a1337a1a14f0689f6db60098a568d15dc290441e7de2791cc5c6f2cb3f51c4c7716b3690da98bc180a925ca5c102940ff5d77ecb2","96","54321","8053","104","XIAOMI Electronics,CO.,LTD"
"4","Jun 14, 2020 10:34:28.822120000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310040000000000721ae555ee5e112df92393bbf8d1a14d4befc237a9dab5fb7665979329725ccaac0aa9e9fbe32c9b69992f910fbd0a447795155506ab025","64","8053","54321","72","XIAOMI Electronics,CO.,LTD"
