frame.number,frame.time,eth.src,eth.dst,ip.src,ip.dst,ip.proto,data.data,data.len,udp.srcport,udp.dstport,udp.length,eth.addr.oui_resolved
"56","Jun 14, 2020 10:23:33.076910000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5de83977560288f665ccb12c88e0679f770dd47e82de4f0d944c64e0cc5a9cf09581acfea9df704b1603a29201bcadcedd288","64","54321","8053","72","XIAOMI Electronics,CO.,LTD"
"57","Jun 14, 2020 10:23:33.537538000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310070000000000721ae555ee5de838c831b6d7d19939dba129ad458163850303a7493a4889006ffae411729be86f0510b73eeb8ffeb1988d958c3cadbba58e6ef0e8520c5a1b47bbedeafefb48ac9b3c397f7bfb07fa46dc6f278fba4d1aa338228a6dc881328c8901d0a5cf88198","112","8053","54321","120","XIAOMI Electronics,CO.,LTD"
"58","Jun 14, 2020 10:23:33.563712000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5de83df72ce4308ef890161a58cdc6bec310c47e82de4f0d944c64e0cc5a9cf09581a11ce8b5891a6c26020610be07f754bed","64","54321","8053","72","XIAOMI Electronics,CO.,LTD"
"59","Jun 14, 2020 10:23:33.799650000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310060000000000721ae555ee5de83a6dfab8d068c4375aed901573c86606fe3fafc8f5abaada60b30ee7a1337a1a13519c12b088039c1dd25836649339d609f10aac7e355a0797a315f556b42ae205b556402c07cd7b9732a6be70a28bb8c","96","54321","8053","104","XIAOMI Electronics,CO.,LTD"
"60","Jun 14, 2020 10:23:33.856253000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310040000000000721ae555ee5de83b48a4a25126442df3fde02cd84c6145b01edac8b27e4387b43588dd7b36bc78f6c490737b8f9067d17e9d4646b995e08","64","8053","54321","72","XIAOMI Electronics,CO.,LTD"
"61","Jun 14, 2020 10:23:34.073054000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310070000000000721ae555ee5de83fcc4e4c7fa1d96bb0d6d77ad10e33358303a7493a4889006ffae411729be86f0037e1fffb02f7b83e3a72544560d2e2da9e8a3286e71818b245096c1bac001aebe0898204ded7e7401773e8c708ee07d19a0d6ac433699b14e043df8eb6b4a1a","112","8053","54321","120","XIAOMI Electronics,CO.,LTD"
"62","Jun 14, 2020 10:23:34.088911000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5de843b874b71c4b6d00f35ea5aff350b4bca47e82de4f0d944c64e0cc5a9cf09581ae208c35cc824042d67de05b335a4dcd4","64","54321","8053","72","XIAOMI Electronics,CO.,LTD"
"63","Jun 14, 2020 10:23:34.565568000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310070000000000721ae555ee5de846168dcbe55e647d07e751df690d0651e303a7493a4889006ffae411729be86f09cdb5d731598562e2bef721d315090749022a176577116e30d999e83d844c20e9f4454dacbb4d11d0ba09b666357122d9bf8177bf8d106059f49ed4a4027ec65","112","8053","54321","120","XIAOMI Electronics,CO.,LTD"
"64","Jun 14, 2020 10:23:34.587654000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5de848241d32510445b2b68416f6e66c45a7747e82de4f0d944c64e0cc5a9cf09581a4ed25749611e0531683eaa85d7e9495d","64","54321","8053","72","XIAOMI Electronics,CO.,LTD"
"65","Jun 14, 2020 10:23:35.000506000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310060000000000721ae555ee5de842b687a70dc857010ed757f6f8f85da1ee3fafc8f5abaada60b30ee7a1337a1a13519c12b088039c1dd25836649339d609669a2a3c343fcfd909b1434438cc7aec68afc79c6a7d441e51a0d7d7961ddf5","96","54321","8053","104","XIAOMI Electronics,CO.,LTD"
"66","Jun 14, 2020 10:23:35.073481000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310070000000000721ae555ee5de857d17ceb94210b523bd5ce773647938ab303a7493a4889006ffae411729be86f05fb371228b280ee111b5302dad5d5c4e0d2bbde3aaa0b26da3c71f18da4305f53c5c21f5b55765d4cd3aad5765eb2dcd36d943aa19863266a633c205e1198c4d","112","8053","54321","120","XIAOMI Electronics,CO.,LTD"
"67","Jun 14, 2020 10:23:35.084412000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310040000000000721ae555ee5de84f00d9c82ee26a7492bb5239158dea55c1d1e74d1832f08aa9da47e4752fbc0ff3df5d3dab67c7681c9f94fd040b624da","64","8053","54321","72","XIAOMI Electronics,CO.,LTD"
"68","Jun 14, 2020 10:23:35.100111000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5de851e63cfe4112cae0a0ebfeb091ec1de3447e82de4f0d944c64e0cc5a9cf09581aa1239aad642b791eb2c31d2af02151e8","64","54321","8053","72","XIAOMI Electronics,CO.,LTD"
"69","Jun 14, 2020 10:23:35.300134000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310060000000000721ae555ee5de856750e3bade365ca6dfc8e0e737f27ed7e3fafc8f5abaada60b30ee7a1337a1a13519c12b088039c1dd25836649339d60db078abfaf0631bd11b98a5fbd044ba28270a4c380f32214dad756674c047797","96","54321","8053","104","XIAOMI Electronics,CO.,LTD"
"70","Jun 14, 2020 10:23:35.391750000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310040000000000721ae555ee5de85436a2ef2a40170ea8ab591fbc1b88a1616efb2733d797c97a46912fc6eba5ea2b2549ea8b25a7ea4f2d36b94e9b90efc","64","8053","54321","72","XIAOMI Electronics,CO.,LTD"
"71","Jun 14, 2020 10:23:35.586902000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310070000000000721ae555ee5de8597e24b65f0a29bd00bdac31b6563f78b303a7493a4889006ffae411729be86f00b48c9b2c8b14d5c52939a8a9c2b3d9d32479c3f08fed0d9962fc16f5db6759da5e4999776133c88f50b8707250712d03c2f01cb6b44fe7adde257143c361d3b","112","8053","54321","120","XIAOMI Electronics,CO.,LTD"
"72","Jun 14, 2020 10:23:35.611648000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5de85d8d7d5a09fb4e3e8435475d186f1765547e82de4f0d944c64e0cc5a9cf09581a8781dcbf1d31ec2ce70c4d5e329ad5a2","64","54321","8053","72","XIAOMI Electronics,CO.,LTD"
"73","Jun 14, 2020 10:23:36.124339000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310070000000000721ae555ee5de85da803286721a13852eee2213f468b067303a7493a4889006ffae411729be86f0ddfd58691dd954162879b13ba6fef02949ef182fbdc84cf965f4775df001a3f2bad08e2ceeadc4b274a2c8b8a1b6b417e797b583a26979415de753e9e7cdd671","112","8053","54321","120","XIAOMI Electronics,CO.,LTD"
"74","Jun 14, 2020 10:23:36.169315000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5de86482a60deda437f385deaa3a3b968bc7447e82de4f0d944c64e0cc5a9cf09581a23a09fe90a9a75ff3bf92cb91984cceb","64","54321","8053","72","XIAOMI Electronics,CO.,LTD"
"75","Jun 14, 2020 10:23:36.499654000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310060000000000721ae555ee5de86058e3cb43361949f56abc46fc284e89ae3fafc8f5abaada60b30ee7a1337a1a13519c12b088039c1dd25836649339d60712d625e8afd5f6c173f0bea5e4ad52db9ed49d278f85e8c7bd43be51c53be46","96","54321","8053","104","XIAOMI Electronics,CO.,LTD"
"76","Jun 14, 2020 10:23:36.517674000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310040000000000721ae555ee5de86a520a91e17e0b750ef7ce24962441707273cac57d4b6b9b6f0a4b304a5b71a89c069f5851b84fda7cdd668750ff397e8","64","8053","54321","72","XIAOMI Electronics,CO.,LTD"
"77","Jun 14, 2020 10:23:36.613431000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310070000000000721ae555ee5de861e609c4fed7900047b98edc447614583303a7493a4889006ffae411729be86f01b862f6106b4e16f8502b6feda9867f41c41920edbfc8771c5317d39a5a21a3260b837e37c246c712b8fe3d8e85b326f54397d37f96efc20d9bd68d1cebcf46b","112","8053","54321","120","XIAOMI Electronics,CO.,LTD"
"78","Jun 14, 2020 10:23:36.635676000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5de86e6b1f58af4b55e601da866576b8e806d47e82de4f0d944c64e0cc5a9cf09581a86a425f34222c948655736d521d86fce","64","54321","8053","72","XIAOMI Electronics,CO.,LTD"
"79","Jun 14, 2020 10:23:37.122690000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310070000000000721ae555ee5de868bb622af77aea55936103a7af9a9d04a303a7493a4889006ffae411729be86f0a186eb6d09251b00598e63581a682c421e532d789ee3552df57723097b41c94a787bed90365300a1152ae37a443fd725daf1aac0f0e63a55514d24d80e48a806","112","8053","54321","120","XIAOMI Electronics,CO.,LTD"
"80","Jun 14, 2020 10:23:37.148168000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5de878dc1d6680f7d9d28d17ab26f77ab48bf47e82de4f0d944c64e0cc5a9cf09581aed78637154a0c558f3b32a85ff0eef25","64","54321","8053","72","XIAOMI Electronics,CO.,LTD"
"81","Jun 14, 2020 10:23:37.634077000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310070000000000721ae555ee5de87e420277450ece5fedfdbdbbac998cce7303a7493a4889006ffae411729be86f07932a7f864cfa82975deba630c8a7897e0fb98a11c99c797d35b7ad49a54b0bde38ed9684b446d36be0a4832c345b56086c238ac1748faea8da2bce58b283d19","112","8053","54321","120","XIAOMI Electronics,CO.,LTD"
"82","Jun 14, 2020 10:23:37.659963000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5de87aae65562f5343cf04913b2eca7546f9347e82de4f0d944c64e0cc5a9cf09581a31568259386ce17e04e169d8918060f0","64","54321","8053","72","XIAOMI Electronics,CO.,LTD"
"83","Jun 14, 2020 10:23:37.702542000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310060000000000721ae555ee5de87d23c5a8638c3f96333225882755a3354e3fafc8f5abaada60b30ee7a1337a1a13519c12b088039c1dd25836649339d601343dc2412edcec8a7a9bce4b037b4c58ff9d974be5abd57fcaa93eda1e0a700","96","54321","8053","104","XIAOMI Electronics,CO.,LTD"
"84","Jun 14, 2020 10:23:37.747473000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310040000000000721ae555ee5de874ae898f7ef76d79f316794256fd44606a9dccbcb969dbc93a9763220542ba11e646dcbb9e1f3af89ca7a95466a3ae36b","64","8053","54321","72","XIAOMI Electronics,CO.,LTD"
"85","Jun 14, 2020 10:23:38.145874000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310070000000000721ae555ee5de87796f657618eaaa72432af9110d14c86e303a7493a4889006ffae411729be86f0c54c768af7144dee9e5c27ddd80a416d62e39915edf441c8e3de5ccb5ff348a54a0c6eae96116b5b76fad0e31041ed1fdd31099ad1195dd5850a552e80082918","112","8053","54321","120","XIAOMI Electronics,CO.,LTD"
"86","Jun 14, 2020 10:23:38.171569000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5de88a73a84b57086891b9c7bd7f6d13b9b9c47e82de4f0d944c64e0cc5a9cf09581a9e24ed678c4d9ec67faeda3cfe0d59ee","64","54321","8053","72","XIAOMI Electronics,CO.,LTD"
"87","Jun 14, 2020 10:23:38.657974000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310070000000000721ae555ee5de88b98d1d58017ec46ecbd9492997f0dbd2303a7493a4889006ffae411729be86f03bd046710671def097d2c298de117e582f947943d3871bbe4297c0362f6a5d653644f4c81705938e26f43b02b38556a6e8e6998a5fd9d2b869958548ebc85b26","112","8053","54321","120","XIAOMI Electronics,CO.,LTD"
"88","Jun 14, 2020 10:23:38.684193000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5de88f197207072fb4ceca041a7762b25ad8747e82de4f0d944c64e0cc5a9cf09581a118f21a03bde61c937a32b1926f08013","64","54321","8053","72","XIAOMI Electronics,CO.,LTD"
"89","Jun 14, 2020 10:23:38.863114000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310070000000000721ae555ee5de889448d7fe6f8905c8d5e88b6746f63904303a7493a4889006ffae411729be86f0906f11807402445d2ccbb3bd7eaa8a8b491b8f354d1dc001a0f39404b32461608ece66f725567cab7134b24d1acada2fd2e805b1f4401fe569262fe1caba4373","112","8053","54321","120","XIAOMI Electronics,CO.,LTD"
"90","Jun 14, 2020 10:23:38.889146000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5de88f6cd49a8300365c973de87abb31cb62f47e82de4f0d944c64e0cc5a9cf09581a2c6e0e0c04868a50ce0f34592ee20ae6","64","54321","8053","72","XIAOMI Electronics,CO.,LTD"
"91","Jun 14, 2020 10:23:38.899974000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310060000000000721ae555ee5de88816e944e0581ef3f55ac167456fcf047e3fafc8f5abaada60b30ee7a1337a1a13519c12b088039c1dd25836649339d605afe75625dd5db554781cf788c62cb6df1217aedae691b0f8598d86d5f1de3fe","96","54321","8053","104","XIAOMI Electronics,CO.,LTD"
"92","Jun 14, 2020 10:23:38.976517000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310040000000000721ae555ee5de88587762114f157c4f058773362a2932104f0358fd586cbdbb1d0a4425068b3a01defe52381a3bd87163cffea71621f365","64","8053","54321","72","XIAOMI Electronics,CO.,LTD"
"93","Jun 14, 2020 10:23:39.375552000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310070000000000721ae555ee5de88464dd9321a1b90d3df733f93a2d46c20303a7493a4889006ffae411729be86f0e8c40e139fd47413cc8dae7d96f858cc9b42c89dfc102a66a7e059a0b9fed9485d89e41dd5329c8b90d059f83e527433639ea033001811c02e54125a71dd08ea","112","8053","54321","120","XIAOMI Electronics,CO.,LTD"
"94","Jun 14, 2020 10:23:39.400741000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5de899246b128a85ef1d8525a1a3406c502cc47e82de4f0d944c64e0cc5a9cf09581a7c725724a21237e821dd98f2554bbba1","64","54321","8053","72","XIAOMI Electronics,CO.,LTD"
"95","Jun 14, 2020 10:23:39.888193000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310070000000000721ae555ee5de8ae85b49a36ac1596db9cb0eab83489342303a7493a4889006ffae411729be86f0dc3658d2f94ecce118ed39ed484e8d13cc80ea5d25888f4ed084eb7005b6511eb2e3e6f3e6135d331594afdcf16e0414f44aac6e5e35c095c2fb2b958f744058","112","8053","54321","120","XIAOMI Electronics,CO.,LTD"
"96","Jun 14, 2020 10:23:39.912783000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5de8956452f5fe926479c510b6b07949cddb147e82de4f0d944c64e0cc5a9cf09581a4f7d61c1b31ab5785803ab7f16c8f57d","64","54321","8053","72","XIAOMI Electronics,CO.,LTD"
"97","Jun 14, 2020 10:23:40.116568000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310060000000000721ae555ee5de8a3a2f9c0edc55da802dd3c0d676e0048ce3fafc8f5abaada60b30ee7a1337a1a13519c12b088039c1dd25836649339d60786b4e846d4dc9b46c0d3e6b7f11d76d6275f6a5f8b611569418d322432eb7bf","96","54321","8053","104","XIAOMI Electronics,CO.,LTD"
"98","Jun 14, 2020 10:23:40.204558000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310040000000000721ae555ee5de8accc961aabc65a07b852ec07bac61b7e392e28628fe44b632ab1188b726fd92718f11b8a71f26161bbddd06c88b9dd60b","64","8053","54321","72","XIAOMI Electronics,CO.,LTD"
"99","Jun 14, 2020 10:23:40.401902000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310070000000000721ae555ee5de8a4837d721f7cb023eca4879e4bad1353d303a7493a4889006ffae411729be86f003f722dd30feb2525f4daadb5d77ecc6bdb31e588b5a981c53f6ee478b9659e2ee9174251548fd3ac94b5737905dd7b531f156c4e851157b170f567a146fa554","112","8053","54321","120","XIAOMI Electronics,CO.,LTD"
"100","Jun 14, 2020 10:23:40.424020000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5de8ac0f1466a20fe25a4d15abb6c84e16e0447e82de4f0d944c64e0cc5a9cf09581a87a66f39599de10f921db66c6f599cf0","64","54321","8053","72","XIAOMI Electronics,CO.,LTD"
"101","Jun 14, 2020 10:23:41.223655000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","ff:ff:ff:ff:ff:ff","192.168.137.1","192.168.137.255","17","53706f7455647030595a3ade107cf954000100044895c203ef7a6f0c16b5f36a61c6ef69e5aa60dfae24e914","44","57621","57621","52",
"102","Jun 14, 2020 10:23:41.300178000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310060000000000721ae555ee5de8b76604881311b5c0a091932f077a7b000e3fafc8f5abaada60b30ee7a1337a1a13519c12b088039c1dd25836649339d604630727d566481667c086076fddf513ad5c3a5003ffa7cc127ec9a2bde091b9a","96","54321","8053","104","XIAOMI Electronics,CO.,LTD"
"103","Jun 14, 2020 10:23:41.330696000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310040000000000721ae555ee5de8b23935579a360811563f5dcc910b1d4d2dcf3cebaf9dc81d4331c3c07f76cf9e3619735272aee08bf8158b52818b15f07","64","8053","54321","72","XIAOMI Electronics,CO.,LTD"
