frame.number,frame.time,eth.src,eth.dst,ip.src,ip.dst,ip.proto,data.data,data.len,udp.srcport,udp.dstport,udp.length,eth.addr.oui_resolved,tcp.srcport,tcp.dstport,tcp.len
"1","Jun 14, 2020 10:35:12.174661000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","ff:ff:ff:ff:ff:ff","192.168.137.1","192.168.137.255","17","53706f7455647030595a3ade107cf954000100044895c203ef7a6f0c16b5f36a61c6ef69e5aa60dfae24e914","44","57621","57621","52",,,,
"2","Jun 14, 2020 10:35:12.843730000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310070000000000721ae555ee5e13e7bce2c2479d0673afa7a92b0bbbc87ca303a7493a4889006ffae411729be86f043d5acf51052b421c8277d4c8c3ff0b2203ea6c3e0802eba478d4b64512d44ceb9e19fe9fdf40fe7fc547b5510a9898a61bbe774fc998e09164381bd9a552907","112","8053","54321","120","XIAOMI Electronics,CO.,LTD",,,
"3","Jun 14, 2020 10:35:12.976485000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5e13ea42003f36276788805f5612df77a9b4247e82de4f0d944c64e0cc5a9cf09581a9d44bbf0b6c2e9840706273744677a35","64","54321","8053","72","XIAOMI Electronics,CO.,LTD",,,
"4","Jun 14, 2020 10:35:12.985915000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310060000000000721ae555ee5e13ee00ff9af9ed90845cd23129920795bf5e3fafc8f5abaada60b30ee7a1337a1a14f0689f6db60098a568d15dc290441e7de2791cc5c6f2cb3f51c4c7716b3690d74bc976565710e5332e7598a1a1ca650","96","54321","8053","104","XIAOMI Electronics,CO.,LTD",,,
"5","Jun 14, 2020 10:35:13.060016000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310040000000000721ae555ee5e13ee10063fd1565aa9e80f9b68a3c7fc3891799c1d42f6122272dc6c44d5e1a50e18cdfcc9fb6ad806b25f2413bbdbc6557","64","8053","54321","72","XIAOMI Electronics,CO.,LTD",,,
